0	28	2	11	57
0	0	0	0	87
0	0	0	0	42
0	52	0	0	46
6	21	0	18	53
2	20	1	2	71
0	83	0	0	16
2	38	0	1	53
0	0	0	0	58
2	7	0	2	85
0	0	0	0	12
3	56	2	10	27
0	65	0	15	19
11	35	0	0	52
0	62	0	4	32
6	86	0	3	3
58	28	0	0	12
9	17	2	9	61
25	41	0	0	33
0	0	0	0	31
0	0	0	0	1
0	77	0	3	17
0	0	0	0	0
0	0	0	0	8
3	45	0	0	50
6	63	0	5	24
0	52	0	0	47
0	70	0	4	24
0	42	0	13	42
0	68	0	3	28
3	60	0	10	25
0	0	0	0	3
0	71	0	0	28
1	50	0	1	44
0	76	0	0	23
15	57	0	17	10
0	0	0	0	29
0	44	3	1	49
0	8	0	1	87
17	1	0	25	56
0	0	0	0	22
28	36	0	23	10
0	65	0	0	34
0	63	0	3	33
0	0	0	0	19
0	91	1	0	6
0	53	0	5	40
1	72	0	7	17
0	0	0	0	3
2	22	1	2	70
4	20	0	5	67
0	59	0	16	24
5	59	0	23	11
0	63	0	0	36
0	48	0	7	43
0	41	0	9	49
0	41	54	0	3
0	58	0	11	29
0	0	0	0	12
0	82	0	2	14
0	85	0	0	14
3	5	0	0	87
3	53	0	5	37
0	57	11	2	27
2	59	4	17	15
0	42	0	33	24
0	47	0	27	24
0	0	0	0	10
4	77	0	0	17
0	33	0	8	56
0	66	0	0	33
0	60	0	0	39
3	36	0	11	47
0	35	0	3	60
0	0	0	0	12
0	80	0	0	19
0	75	0	0	23
0	0	0	0	2
0	73	0	6	20
0	81	0	0	18
0	28	17	1	52
0	30	0	5	64
0	96	0	0	3
11	42	0	2	43
0	0	0	0	23
4	61	0	3	30
0	0	0	0	19
0	0	0	0	14
0	68	0	10	19
0	35	0	1	60
0	56	6	2	34
0	67	2	0	30
1	82	1	0	14
0	0	0	0	1
0	12	0	5	82
3	44	0	1	49
0	23	2	5	67
0	47	0	8	44
0	63	3	0	32
0	0	0	0	23
0	76	4	1	16
0	64	0	1	33
2	44	0	0	51
4	45	0	37	12
0	0	0	0	29
5	23	0	4	65
1	60	1	7	30
0	72	6	5	15
0	42	5	0	52
0	30	4	3	61
1	80	2	4	10
0	0	0	0	6
0	74	11	0	13
0	34	0	2	61
2	60	2	0	35
0	19	0	13	66
0	49	2	7	38
12	46	0	12	29
1	57	0	4	36
0	70	0	2	27
0	43	11	0	44
3	58	4	16	16
35	44	0	0	19
0	0	0	0	25
0	0	0	0	0
0	73	0	0	25
5	77	0	0	14
2	39	0	0	58
0	53	1	8	36
0	0	0	0	29
0	0	0	0	16
1	68	0	4	25
2	85	0	4	7
0	42	0	0	57
5	90	0	0	3
0	53	0	8	37
4	64	0	0	31
0	86	0	0	13
6	55	0	0	37
0	43	10	15	30
0	57	0	0	42
26	63	0	2	7
33	17	0	20	28
1	43	0	1	54
3	33	0	24	37
0	53	4	12	28
0	44	0	1	53
0	78	0	0	21
0	76	0	0	23
7	34	4	9	44
1	29	2	20	45
4	77	0	3	15
17	21	0	29	31
0	67	11	14	5
0	58	0	0	40
1	63	4	10	20
0	53	0	0	46
0	62	0	0	37
1	50	8	8	30
16	32	0	11	39
0	41	3	20	35
25	14	0	0	59
0	0	0	0	10
0	0	0	0	3
0	0	0	0	32
0	68	2	1	26
0	0	0	0	8
0	69	4	5	20
0	0	0	0	4
0	44	2	25	26
0	45	0	14	39
49	30	1	12	5
4	35	0	11	48
1	48	0	11	37
0	75	1	10	11
0	0	0	0	12
0	81	12	3	2
0	44	1	9	43
6	69	1	6	15
0	89	0	1	9
2	28	1	18	48
0	39	0	7	52
0	0	0	0	18
0	86	0	4	8
0	78	0	0	21
0	32	0	0	66
0	62	0	11	26
0	60	0	7	31
2	86	0	3	7
0	0	0	0	0
2	69	0	10	17
0	55	0	7	37
0	74	0	6	19
0	0	0	0	25
1	77	0	0	20
0	81	0	10	7
9	60	0	8	21
0	0	0	0	12
12	57	0	8	21
0	0	0	0	26
0	0	0	0	4
0	67	2	12	18
0	0	0	0	18
2	69	0	0	27
0	26	0	30	42
1	29	0	0	68
0	88	0	7	4
0	59	0	14	25
5	57	0	4	32
0	0	0	0	63
0	62	7	11	17
0	77	3	0	19
0	0	0	0	6
0	52	0	20	26
0	72	0	8	17
0	69	0	14	15
1	2	0	1	92
3	66	0	1	28
0	45	1	13	38
0	0	0	0	5
56	21	0	13	7
0	66	2	4	25
4	51	0	14	28
0	30	0	5	64
0	45	0	0	54
0	0	0	0	12
0	0	0	0	6
0	0	0	0	29
0	48	0	0	50
0	0	0	0	14
1	44	0	12	40
14	36	11	13	24
1	59	5	6	26
0	0	0	0	4
0	0	0	0	0
0	0	0	0	24
0	0	0	0	7
0	0	0	0	3
0	0	0	0	11
41	31	0	3	23
0	0	0	0	28
0	67	7	10	14
0	74	0	21	4
0	47	0	3	47
0	0	0	0	0
6	37	0	1	53
45	29	3	16	4
5	38	0	16	39
2	35	13	28	20
0	0	0	0	24
0	20	0	6	72
14	35	0	9	40
19	47	0	4	28
2	63	0	2	31
6	67	0	2	23
0	23	19	3	53
0	56	0	8	35
8	27	0	14	50
8	20	0	2	66
0	77	0	8	13
5	35	0	12	47
0	0	0	8	90
0	46	0	5	48
0	81	0	9	8
0	27	0	1	70
0	43	0	12	43
2	38	0	15	43
2	52	7	5	32
0	43	6	17	31
3	34	0	16	44
0	60	0	11	27
0	95	0	0	4
25	34	0	27	12
6	79	0	0	13
9	37	0	21	30
0	72	0	15	11
15	33	1	11	38
0	44	0	26	28
1	98	0	0	0
4	48	0	12	34
0	58	0	1	39
0	93	0	5	1
0	22	47	22	7
2	83	0	0	14
0	64	0	1	32
0	20	0	11	67
0	57	0	14	28
1	36	1	1	59
0	0	0	0	0
0	0	0	0	0
0	45	3	9	41
0	17	1	4	75
1	41	0	8	48
6	58	0	7	26
0	77	0	13	8
1	69	0	16	12
4	39	0	10	45
0	94	0	2	3
0	0	0	0	7
0	28	0	21	49
3	54	0	11	30
0	89	0	0	10
6	11	0	1	80
0	47	2	16	33
0	84	0	0	14
0	95	0	0	4
0	37	0	15	47
0	52	0	0	47
9	53	0	7	29
0	51	0	0	48
0	52	18	0	29
0	61	0	11	26
0	50	0	1	48
